,Neurons,Astrocytes,Oligodendrocytes,Microglia,Endothelia
ENSG00000144711,15.64600998,15.30666455,12.13427657,6.515823345,18.00093138
ENSG00000184216,1.833322607,3.137605744,1.442596326,10.02010548,7.682113901
ENSG00000134070,2.093180793,2.229653435,8.04320587,41.98470946,2.013483355
ENSG00000090376,0.388229856,0.324654208,0.608736612,25.23099528,14.35270561
ENSG00000198001,0.800416642,1.924584175,3.846435082,9.937961156,7.102682682
ENSG00000136381,8.127960336,8.489356152,5.806166675,11.92010471,11.6931764
ENSG00000168310,6.624426461,22.85139942,15.31088995,26.08959263,22.83712733
ENSG00000168264,17.74483876,32.06599252,30.52656385,52.4432502,56.50106719
ENSG00000119669,4.955031964,3.305638182,3.688336296,4.1729913,5.457727027
ENSG00000126456,1.765383074,6.690444963,3.063608618,9.951549626,6.434610115
ENSG00000169047,1.290559822,0.797877039,0.491299246,0.75471692,2.04427547
ENSG00000185950,8.221584714,10.24963573,7.708772482,20.21149932,7.457337652
ENSG00000135070,26.57248727,12.25014684,12.97874102,6.725055506,12.16114447
ENSG00000165898,6.667574237,11.21726039,6.986027971,10.92359377,14.49231165
ENSG00000136003,49.22072415,20.73859719,18.91063637,22.87215748,26.00056554
ENSG00000143319,2.831073178,2.820913879,3.132809833,9.569482922,7.15095635
ENSG00000066583,8.092943206,8.200043444,14.42517994,5.182702648,3.208754669
ENSG00000182149,16.33029819,22.85429922,26.66910104,40.33015604,18.69223268
ENSG00000105655,1.565401017,1.416587532,0.501277499,2.206817299,32.90927195
ENSG00000078747,14.34510881,14.92334635,40.34049951,25.0635943,21.24702193
ENSG00000129636,46.41374152,27.75909361,26.69389055,28.47456975,20.72730819
ENSG00000111203,4.456060693,4.590579295,6.63528528,8.795226144,5.003558002
ENSG00000213949,0.283219455,0.168555294,0.259005551,0.949423414,20.41137859
ENSG00000164171,0.323365393,0.352247596,17.28148894,2.032778882,3.682818392
ENSG00000161638,0.375510431,0.295316947,0.380143009,7.036539958,6.86146457
ENSG00000091409,2.046044427,33.4539319,2.664398681,7.599945426,62.85089477
ENSG00000135424,1.363946673,33.37656631,1.336524868,1.378266651,6.928026997
ENSG00000077943,3.931424833,0.578712079,1.818148972,2.183291578,5.447842629
ENSG00000144668,5.500989196,5.674133016,2.904810725,13.06916626,3.897623276
ENSG00000083457,2.95234503,3.87111939,5.64222615,4.052291491,1.98259365
ENSG00000138448,5.809291395,41.9577437,17.86938498,20.39555772,15.92938085
ENSG00000150093,4.451909931,9.143437183,14.91075929,15.8942662,38.77172758
ENSG00000119185,15.57115028,7.642672732,12.39873681,6.319426132,11.76352962
ENSG00000142856,4.367894865,7.088249724,5.772507277,6.289487645,6.503008018
ENSG00000082781,1.129457433,9.511835049,1.55873528,19.25049526,9.80010475
ENSG00000105855,4.550524657,18.5957672,28.99816432,5.836152189,2.388157286
ENSG00000198542,3.423637387,0.932039119,1.493674535,0.796571441,1.004200976
ENSG00000123243,0.173887588,0.349979756,0.363436412,1.292927057,51.9492339
ENSG00000078596,8.325521037,1.833598892,102.6790126,3.966004076,515.1065165
ENSG00000136156,192.7317942,195.2434418,200.3340688,499.0571663,269.4525589
ENSG00000135916,51.57539015,153.9870001,21.63501529,38.26167822,49.38989112
ENSG00000125877,10.10193128,15.24260778,10.33876709,8.078261711,6.063216432
ENSG00000100605,6.163761417,8.20553648,12.5091242,5.913273169,4.577905061
ENSG00000143772,0.597929784,31.76700014,10.41984372,7.114375322,8.692527487
ENSG00000150995,18.9737164,3.327898455,4.077818354,10.32279313,9.075079145
ENSG00000123104,5.683206161,70.14461912,7.795822303,141.1140677,10.20046056
ENSG00000096433,0.32519598,0.417271801,0.825026247,0.72665107,6.366941704
ENSG00000205726,9.156610333,27.9410342,4.277166337,8.219997335,11.28653195
ENSG00000198399,9.781588385,8.258404702,10.85549824,25.78943323,15.00569903
ENSG00000128928,5.777367921,12.28060206,5.857123664,19.04056327,7.780286752
ENSG00000116679,7.865592052,6.57312791,29.81925641,18.99993942,25.14433071
ENSG00000163166,13.19748328,21.44184705,27.97928712,15.4094953,16.43580108
ENSG00000101384,1.831676215,1.519749655,2.72031727,5.395294489,22.92853599
ENSG00000171135,7.396375887,9.976191308,10.86626031,12.74150324,6.882729946
ENSG00000162434,21.62474013,23.35342568,10.99875472,36.41392014,40.00861645
ENSG00000096968,9.93790549,6.010866494,5.445922836,22.01197805,9.827588763
ENSG00000152969,17.5611979,10.08705736,5.510555932,7.59401317,3.922640539
ENSG00000176049,28.42703821,28.47153865,25.31439144,7.671521479,5.927253938
ENSG00000188385,4.986422477,3.137128849,9.031368282,1.639645331,1.188114366
ENSG00000154721,6.704417707,18.28596455,3.861121886,10.06073182,38.47571784
ENSG00000166086,8.063358523,4.632064334,69.40602866,8.629245975,15.37464055
ENSG00000008083,12.5151997,30.42884878,13.9710666,12.41876351,16.49894084
ENSG00000153814,38.296385,15.19659924,29.99724298,87.21585036,12.24576456
ENSG00000140044,2.133532611,3.135434012,1.140858758,9.096166778,2.888904862
ENSG00000050130,20.13174517,27.03075439,21.38277169,15.25869557,8.944327868
ENSG00000171988,54.76938455,36.13463495,42.09159523,80.35960026,69.41546067
ENSG00000070495,2.681212637,3.32162551,5.351496562,15.64874901,12.20051684
ENSG00000152409,8.574790587,6.412677318,7.005708743,6.764777415,4.951990096
ENSG00000100221,8.514143523,6.312977277,5.915596877,10.53536649,8.485606772
ENSG00000104369,9.823430033,1.460009175,2.376271642,3.440623379,0.911195095
ENSG00000092051,15.48440204,2.971510516,3.790397861,6.290818519,3.234218135
ENSG00000183340,2.056312412,2.807211488,3.007728272,4.507767765,1.776659679
ENSG00000143543,48.85226547,45.65892788,38.30002814,40.02617375,67.34066177
ENSG00000177606,11.09608364,27.38148727,16.92648405,18.92211212,88.36741328
ENSG00000171223,6.870057986,45.38584045,6.140541414,26.58262449,62.405682
ENSG00000130522,39.89435098,41.18754218,59.87206379,39.99054998,113.4734299
ENSG00000160145,28.50680627,10.33287238,6.556076699,9.856870583,8.441420877
ENSG00000107104,1.201665608,27.21535298,20.50999887,3.602077331,13.39491812
ENSG00000197256,0.867737504,1.872219655,1.058344487,4.920239945,13.13061806
ENSG00000144445,9.573883109,14.16413436,13.89261233,11.58860012,14.16707205
ENSG00000139620,10.90276884,7.712273509,11.97291118,10.01060616,8.030230197
ENSG00000114982,5.927815223,8.020904024,4.883693132,9.76480321,6.853429011
ENSG00000065427,7.772478558,8.517875315,8.53421372,9.936141952,11.30564169
ENSG00000114166,5.786244984,50.01787577,45.95780246,7.119430478,9.745572733
ENSG00000172977,4.075654705,4.625120927,4.994761401,3.765596825,4.375475668
ENSG00000083168,6.070115434,9.08897986,11.20753085,16.16081156,14.24025335
ENSG00000156650,8.876100904,10.77628956,9.362866526,7.487766757,9.11899663
ENSG00000136504,9.751299515,7.624682586,11.15541607,11.69710771,5.227046015
ENSG00000103510,6.654499617,6.902536394,5.327111432,8.19105876,10.15317514
ENSG00000186625,5.434161202,8.34694769,10.81507253,9.426963319,9.323792842
ENSG00000102781,6.841923708,4.923157771,9.030956752,2.4338959,8.735874243
ENSG00000167216,5.284423766,19.74134733,5.876499519,6.176638548,2.323056682
ENSG00000189337,22.95635466,6.866426399,15.87287777,6.075676469,5.18935369
ENSG00000176595,6.830685172,11.31411415,8.083158542,4.81178025,1.898760528
ENSG00000187715,1.846956732,6.35889177,1.111678071,19.05923149,0.822265504
ENSG00000170852,10.54227902,12.20871646,19.95757739,14.76056819,12.983897
ENSG00000182359,4.548059535,3.762842078,8.546242726,2.342852285,3.00616183
ENSG00000165572,11.02415305,4.614809994,11.92464717,9.226134134,3.827122693
ENSG00000120696,3.66449718,2.839433934,7.436535271,3.03824636,4.247227531
ENSG00000163376,1.762037565,1.830798391,0.88324672,28.23883361,0.956620802
ENSG00000176407,4.591215664,4.425596292,5.88544462,7.596630563,7.990102677
ENSG00000111262,3.885915337,0.686730432,1.589358383,1.718667822,0.893845203
ENSG00000177301,19.16661468,35.90192477,5.699826626,5.111579309,5.367351217
ENSG00000182255,3.562890256,0.494739918,0.298653378,0.581058073,0.683289649
ENSG00000169282,30.43144885,7.816527926,21.7600688,10.37461179,6.899086514
ENSG00000069424,7.721013166,2.336544372,2.731572138,5.170554055,3.108047437
ENSG00000158445,14.50199482,2.496537052,2.7083438,3.374711785,2.720578539
ENSG00000129159,6.291169977,0.753095781,1.743327988,1.04343619,1.688106255
ENSG00000166006,81.8616019,11.56951585,15.83477957,17.70026828,7.286987145
ENSG00000184408,59.15907745,19.04182196,26.01666109,25.26995984,5.251502209
ENSG00000171385,8.993319467,6.253055552,2.022144894,3.47928777,1.024732336
ENSG00000152049,0.45194674,5.302074533,0.485673948,1.237970776,23.6062596
ENSG00000143473,71.38969076,15.72670042,30.71676934,33.66415396,9.129385144
ENSG00000140015,17.07797427,3.817971208,5.119647597,7.208530496,1.816465642
ENSG00000184611,61.44197511,13.86389153,20.2565816,27.01087883,10.59215975
ENSG00000183960,1.207908556,2.574385568,83.44168637,5.226605527,3.534998778
ENSG00000182132,38.89419517,28.81281075,9.994821282,27.62646004,8.506448814
ENSG00000120049,19.86170692,10.90410564,4.196738308,7.198706749,1.759645166
ENSG00000115041,3.248211325,2.019849941,1.825154501,3.310550688,1.280756048
ENSG00000185774,1082.347723,183.2179443,552.863548,301.3437258,76.43597293
ENSG00000177807,3.656061316,83.82341298,41.39295051,6.856383419,3.891646634
ENSG00000123700,5.132041606,2.303482403,38.93507452,8.174988518,4.677833676
ENSG00000162989,37.26018058,6.882067468,7.862883593,13.5719934,3.928788761
ENSG00000157542,5.349868657,0.500225123,0.819494584,1.886226479,1.249412677
ENSG00000135750,33.86382208,6.305815369,24.03662174,11.37814734,2.975935075
ENSG00000100433,2.408304712,0.657693545,6.722676243,2.575574246,1.912683944
ENSG00000082482,4.788992086,0.525493646,1.829430488,5.13313908,13.49595584
ENSG00000156113,30.51728689,21.33769532,7.953225792,17.73472582,4.693643134
ENSG00000197584,8.408301875,1.880328533,2.208723731,2.449960559,1.231851661
ENSG00000171121,1.042988876,2.195877544,1.616355367,2.30697346,4.720855852
ENSG00000135643,16.1669361,3.275243079,41.60297512,14.2480583,7.886203846
ENSG00000080709,15.39099324,5.403231137,4.787233539,4.554082856,3.516382638
ENSG00000143603,2.014048564,25.07458056,1.107233592,0.891179931,1.310500698
ENSG00000184156,28.47325799,10.20553415,6.658869767,69.66536145,5.188146305
ENSG00000185760,110.64831,24.09006373,41.82556803,57.16005859,11.37638661
ENSG00000162687,24.62433977,3.081674874,5.774567379,6.65971294,17.72954329
ENSG00000164794,5.752913555,0.505291948,1.118648751,1.647797235,1.30668334
ENSG00000134504,13.61187812,6.222518386,6.367835677,7.274966403,3.855852859
ENSG00000110906,2.378567598,1.860424567,3.722780156,3.510349975,5.664860076
ENSG00000178695,7.343512119,2.103008701,4.882932511,101.3836058,18.44147436
ENSG00000153885,1.62879772,13.78565305,0.81621317,0.985677207,3.919431998
ENSG00000183775,30.82018498,5.916508189,9.048409839,10.75245614,4.3006771
ENSG00000155729,1.489039307,1.962197912,3.213604153,2.559166948,1.184776406
ENSG00000180901,5.930758241,4.321396998,6.257760584,3.717365518,3.574167273
ENSG00000112078,5.475230061,7.135026843,5.320636609,8.51367913,13.55782662
ENSG00000188997,1.300103385,4.216365228,2.249203949,2.087787609,2.164158481
ENSG00000136636,14.53796021,17.82497694,22.58564267,5.163670111,20.86527205
ENSG00000180332,7.523784658,1.284392341,13.29517196,3.383858388,1.032949314
ENSG00000167977,1.393281528,1.820546606,2.744317914,4.641669443,7.809186733
ENSG00000168301,15.21930542,37.04016499,9.266942627,2.88513113,6.295483741
ENSG00000243335,3.365474627,4.734889354,7.031257759,9.396550262,3.356787118
ENSG00000183783,41.88611743,39.253859,78.28198356,13.21783493,15.2935456
ENSG00000104756,2.379563299,4.787670556,3.782534187,5.956182726,11.82478387
ENSG00000178202,0.847515254,1.725848044,1.364667911,6.196248912,17.99164202
ENSG00000105438,10.24106339,13.55234782,8.981219169,13.1401684,18.5600094
ENSG00000004487,13.91530295,14.07475772,8.967938617,11.71709331,11.01020942
ENSG00000165097,3.455540569,6.802306661,6.199295207,5.684288449,5.537797159
ENSG00000173120,7.706269799,9.747988821,8.941434591,17.46721382,12.31083453
ENSG00000089094,3.135836871,2.805877288,4.09456633,8.711259055,4.378341254
ENSG00000115548,5.792010569,12.0490164,5.922849456,8.691700229,14.28530288
ENSG00000120733,7.209291661,13.22015208,10.34502048,19.44844279,9.954130867
ENSG00000066135,5.322397366,5.654685408,4.52719125,6.846685873,10.95610197
ENSG00000107077,5.936402355,4.656501435,7.234456254,9.095655294,4.095570028
ENSG00000073614,8.704538171,10.95800083,10.16471618,10.29296589,8.774386311
ENSG00000117139,11.09984213,15.12516056,8.076950549,7.351476996,10.36448424
ENSG00000126012,2.89854302,3.562645543,3.357211575,4.260789583,4.949570393
ENSG00000012817,6.098829579,4.692427747,6.980233846,10.0365567,2.525269218
ENSG00000147050,8.005920572,14.05842208,22.12510364,17.33911529,17.04185886
ENSG00000132510,0.753012875,1.084425196,0.839739931,4.843434353,2.859874098
ENSG00000119537,3.755717623,5.147197336,11.40179899,4.77518808,8.587842318
ENSG00000079999,2.016431213,4.474292452,6.237675222,4.267719243,3.245209697
ENSG00000135314,7.828039337,3.7120417,3.971853236,3.237022561,1.456479554
ENSG00000121774,25.85466082,16.36871799,25.31497398,29.66147143,33.61523175
ENSG00000112232,244.3172005,47.82366223,91.37519388,108.9454146,32.52149433
ENSG00000131773,37.83201551,9.902203352,19.88216448,43.50114128,13.31901443
ENSG00000100441,0.970653104,4.244014479,2.734786637,4.938345026,6.703646151
ENSG00000007202,3.572075833,5.068599251,4.287716049,6.682771389,4.357794373
ENSG00000081791,9.076658863,4.808838797,5.936632801,13.37191855,8.153485333
ENSG00000164961,8.607687394,12.04955842,20.36569778,11.16167635,9.185875598
ENSG00000102445,1.303139914,5.669643387,0.994156575,33.02331069,1.105524896
ENSG00000170871,21.46573112,17.42644349,21.21908898,22.12317201,13.20331801
ENSG00000137261,14.89836509,21.7487623,2.989356106,4.972233851,6.093389501
ENSG00000142687,9.375175076,13.76615713,9.404146727,12.39372574,10.57239375
ENSG00000136813,19.40428473,19.24720948,22.55802349,15.65348963,11.93623127
ENSG00000166783,7.640202958,6.622554517,8.819976301,7.339158334,7.915381547
ENSG00000135709,8.241890429,2.161114486,2.623315413,6.444231723,3.714660589
ENSG00000100578,7.98005912,6.388757126,8.105453188,5.82796493,6.153090613
ENSG00000198920,7.145337103,6.876971769,3.048196495,5.205008037,5.354440736
ENSG00000185261,8.843923825,4.917013479,5.113203718,5.847785486,3.471011808
ENSG00000164542,3.900844112,2.874607445,1.976751854,2.284630959,4.974829049
ENSG00000196123,9.677013785,12.94823017,4.961209729,3.57568517,5.471697033
ENSG00000132680,14.35161197,10.76188024,12.65760865,13.84303219,7.673840789
ENSG00000121210,4.468538148,2.197856508,5.872639451,9.906964515,1.566008934
ENSG00000100364,14.21579178,31.39278561,26.46254059,14.19285462,4.805697514
ENSG00000169330,2.739014737,0.652583836,2.243044259,0.663768753,0.914089847
ENSG00000136051,7.649804491,16.63100301,20.19923481,40.53094208,13.90288011
ENSG00000069712,67.6123267,19.43081256,19.58239004,17.53709787,8.805579395
ENSG00000138688,19.94681021,27.9368849,17.49009453,16.43301473,21.42960417
ENSG00000163807,3.77367368,5.421631009,6.10033828,4.80623099,8.106796074
ENSG00000164976,0.520759865,13.68468438,2.70295602,1.084157282,3.517531234
ENSG00000122203,16.2627522,11.55131029,8.909341796,14.82765368,16.00132928
ENSG00000109265,12.82111682,6.035984867,2.136229327,2.596650375,2.444099261
ENSG00000120549,32.57673507,6.014464963,7.551385966,11.4858752,6.277176753
ENSG00000116299,6.114065605,0.922974358,1.687194254,1.935800908,1.776729555
ENSG00000164659,7.767317522,1.831015279,21.09437028,1.964033241,6.310451908
ENSG00000150477,6.102829645,6.295432214,9.123742679,8.378785702,9.475454916
ENSG00000164944,4.330760012,5.684527798,8.129336319,8.650845567,9.768904485
ENSG00000165757,3.098710494,0.890742824,1.424451691,1.071294233,36.777668
ENSG00000134444,17.0434764,11.79529744,16.16206997,20.21559272,9.981154043
ENSG00000163507,4.677839291,1.702469448,2.966987396,10.77389328,2.537189153
ENSG00000122778,5.834558606,2.166573733,1.623813098,1.843853604,8.006818829
ENSG00000168116,12.26292483,4.938462426,9.868839378,8.448065073,6.284947564
ENSG00000138944,2.286658511,0.398746734,1.003058957,1.256648569,1.198395345
ENSG00000197077,2.253679577,7.597994538,1.091593811,1.881722307,7.240454127
ENSG00000144320,8.818567302,6.875484305,7.631935441,6.53638563,6.971503015
ENSG00000149633,0.131489008,8.650649105,13.21738739,1.445436704,6.618078251
ENSG00000162929,7.531889253,2.924546224,6.384032925,3.612123199,5.559225706
ENSG00000173214,1.288176776,1.043653823,0.825177767,2.587259711,3.840515919
ENSG00000165185,2.412999415,10.12414752,7.967229395,2.428680934,3.465078994
ENSG00000050030,7.131867116,2.750586069,1.898744372,4.016873501,1.758981625
ENSG00000183354,18.74699269,22.94453006,21.65575978,22.76755187,17.71692575
ENSG00000134313,29.48602478,28.49088859,32.38173959,14.92707711,16.38930555
ENSG00000137177,3.843052463,10.24030082,25.06474751,5.0609601,12.16738822
ENSG00000197892,2.109776532,3.121153831,29.79079838,7.951974445,8.229496878
ENSG00000089177,6.432601621,9.771756125,10.38816761,15.58507438,11.64419271
ENSG00000130294,19.22139311,14.735116,10.84940082,6.483057134,8.539212893
ENSG00000054523,28.17615162,51.74108757,41.09603075,13.21200451,21.34740983
ENSG00000129250,0.89399557,1.672525124,3.334556873,1.679761829,2.428989151
ENSG00000138182,2.0062075,1.215256016,4.040508701,10.82697439,3.028786603
ENSG00000139116,41.45291173,40.74189095,19.87755385,7.939233079,4.779597952
ENSG00000116852,2.823499595,4.109834629,1.373610505,4.868289289,1.125428422
ENSG00000186638,0.490402677,2.298430658,0.774894291,1.661857943,1.028289825
ENSG00000165115,3.715116576,7.450030879,4.54512098,4.867703842,3.255270913
ENSG00000068796,26.08547702,24.74527953,45.81402585,16.51995933,16.60414001
ENSG00000131437,55.56835023,24.58805494,25.23228709,11.85594547,13.85297101
ENSG00000101350,11.78509863,8.327423991,3.622695218,8.441250488,5.738679954
ENSG00000084731,18.28097058,5.713647875,6.316320335,10.89840273,12.33127152
ENSG00000155980,24.04465162,8.781945532,19.14160238,9.151156688,78.35372939
ENSG00000170759,17.7572984,23.04529339,38.15459185,47.5909244,42.07243193
ENSG00000164627,0.588995262,1.417154696,10.73681637,0.969290402,1.039507217
ENSG00000075945,66.11206342,25.0134389,31.5903684,17.93205784,24.34149877
ENSG00000151657,5.214626535,4.489522285,4.411194375,6.327493096,4.979330132
ENSG00000157404,39.27121734,1.094626935,4.29320129,2.124803165,3.473781437
ENSG00000049130,6.602096472,1.723004923,1.305131207,1.695933779,9.162687719
ENSG00000256500,123.8229999,65.74828921,48.9737132,58.20706339,62.25583428
ENSG00000155090,4.97203297,4.43009872,2.049205646,20.72304632,45.78242043
ENSG00000172059,1.719058575,0.773340538,1.831546762,3.910934591,19.51210126
ENSG00000118922,14.31944699,19.94853814,5.900489317,10.17381489,19.51323564
ENSG00000169926,2.277794237,1.993261519,8.097132545,3.655078661,4.577270584
ENSG00000109787,3.67018939,5.759256364,13.43968331,21.42902001,15.6679321
ENSG00000102554,1.380764386,0.345399944,0.591155486,1.263833074,1.769504651
ENSG00000067082,7.781248538,6.942516147,7.334448891,85.06356118,105.2108221
ENSG00000118263,4.350096602,10.115521,9.81804395,9.188878309,18.06575268
ENSG00000119138,8.771285427,15.05172355,11.10212036,15.39537827,47.5700452
ENSG00000197776,14.78421167,25.83316311,28.44294693,9.356649528,26.89104642
ENSG00000128607,18.60710121,13.83054454,12.06374603,9.52426865,11.69746094
ENSG00000165516,33.16913249,31.50771358,28.91922916,18.72498993,32.18978184
ENSG00000124702,33.06398733,12.99800167,14.71549894,25.70607474,13.62221124
ENSG00000185909,4.006084636,4.580559897,1.726698012,2.879794446,7.372723766
ENSG00000162755,9.592903753,10.33348159,4.706657529,3.547225524,2.016548826
ENSG00000117153,14.23637127,12.9496397,6.821543256,9.751113051,17.48160904
ENSG00000003096,5.371095301,1.330814103,2.507215604,1.201744173,4.564014379
ENSG00000174010,2.895280302,4.360641949,2.653967859,4.879501548,8.118709098
ENSG00000114648,3.338711996,2.684480228,3.970291917,8.175296174,3.43894052
ENSG00000109466,23.96566585,13.99613898,33.38597924,17.43192366,19.76979958
ENSG00000076321,7.139952499,11.79491766,12.74872921,9.009999797,17.16136722
ENSG00000162413,2.190703775,6.473915481,3.37859109,5.19823854,3.66110599
ENSG00000213160,7.12618927,8.62447371,3.366933285,2.542465625,10.17109119
ENSG00000114796,15.0179543,22.08348253,30.0449334,16.95486876,11.95602765
ENSG00000167487,1.693471477,3.601074237,1.66217154,1.932691784,1.251053372
ENSG00000179454,10.54284913,9.33954507,16.46760806,12.25267904,7.324417643
ENSG00000119771,5.55717322,1.359078553,1.759265138,2.365617677,4.672018046
ENSG00000146021,5.856631033,3.214551534,6.039594359,7.26441575,3.852629864
ENSG00000186231,23.40653532,30.94385536,123.6414026,10.19100616,4.050213517
ENSG00000102271,3.320995497,1.368157458,25.19429538,1.841814661,2.942299839
ENSG00000109790,23.43369081,14.48624142,16.63710247,45.41777435,78.13260853
ENSG00000122550,13.60069551,10.14821156,10.70685453,5.964483697,9.023424596
ENSG00000145332,6.48702918,4.544020694,6.099213496,7.204298451,5.503112035
ENSG00000198642,11.58833408,8.844438057,10.92228845,8.30037241,16.501118
ENSG00000164344,1.611902243,33.58537312,2.995084294,2.306791557,1.403274841
ENSG00000117009,4.558702594,0.344273492,0.474852297,1.481462897,0.923286648
ENSG00000114030,16.41685998,15.56459165,13.68833217,17.82273628,12.20531083
ENSG00000102753,21.1695406,20.32566637,25.48760826,20.26408008,13.58021477
ENSG00000186432,10.08209001,8.152602534,9.864161985,18.51897828,11.66036033
ENSG00000196911,11.20597009,12.34494338,8.559060476,9.28958541,9.189982301
ENSG00000025800,13.99656401,13.79483937,13.85174831,17.5805819,12.05381578
ENSG00000108424,15.15301295,15.23038424,14.6356711,20.78589765,15.08553425
ENSG00000133703,13.4025349,7.031933954,5.001303496,14.28231407,12.06846464
ENSG00000172086,9.180595169,28.73757554,32.99878189,50.8265848,16.46584061
ENSG00000001631,15.02515984,12.33995744,19.17880213,17.72635492,15.55091894
ENSG00000111615,12.08382024,5.162878772,9.176328273,19.25164871,14.03556126
ENSG00000163463,12.10214849,14.4155209,16.37545651,21.60979763,20.92876254
ENSG00000141068,1.34877348,2.066993717,2.683088143,3.811953475,4.101077026
ENSG00000171435,8.52004484,1.30320204,2.220952181,2.35700314,1.27804244
ENSG00000126777,15.48225573,17.03586562,27.86426725,24.81069576,29.15966692
ENSG00000105700,4.270653169,7.382888176,8.800310256,10.61386474,8.059052591
ENSG00000198910,4.75130439,0.867344373,1.020285625,2.963997249,1.270033981
ENSG00000087299,10.51250695,5.751644992,5.099755987,3.940979241,3.436976884
ENSG00000100395,4.045117171,3.853495528,2.823972186,3.791806561,4.037959505
ENSG00000198945,3.678260317,1.5285378,3.280686997,5.551132386,3.819913743
ENSG00000154655,8.148582718,2.791576918,11.80560089,15.74093178,2.910689064
ENSG00000135537,3.305037141,5.94614932,3.387435562,4.476271211,2.264454647
ENSG00000103642,5.248842044,5.139820622,4.160571028,11.41771517,6.342203293
ENSG00000147592,3.622629055,5.88089111,12.42075979,16.38112206,4.352140819
ENSG00000101680,0.161169206,9.137130756,0.36933885,0.630332647,1.122041788
ENSG00000196569,4.885068216,1.947641913,11.83341321,2.702215099,59.44416777
ENSG00000053747,1.553198731,1.713648008,0.633032621,0.869294176,11.97593661
ENSG00000135862,3.137949858,5.476370729,1.326598008,2.342726214,17.15151562
ENSG00000185896,6.370592333,22.59245753,29.86445102,19.86182877,25.11630479
ENSG00000005893,22.06112614,60.5937618,216.1825644,45.94688093,67.12176227
ENSG00000125869,32.74344979,7.998747871,5.251477744,4.825519294,3.405737649
ENSG00000149357,12.50905607,12.46149679,20.169428,14.92361069,17.63654658
ENSG00000116586,15.93698363,14.39886926,12.14878778,20.48997354,20.32610596
ENSG00000109270,13.24745849,7.696707141,10.0181866,6.807826922,10.63618335
ENSG00000115365,49.03021051,21.77588931,122.7098639,14.81990356,12.65740179
ENSG00000132434,12.00180571,17.08268011,14.75013822,4.665741254,5.567967388
ENSG00000002549,4.750720153,18.4796569,16.58858659,26.00784423,25.34878043
ENSG00000068697,23.41194217,95.51837722,28.39680534,89.77418784,140.3703198
ENSG00000104341,23.37009359,15.29718113,18.60011787,6.736163798,19.72022167
ENSG00000133424,25.53628695,11.32712295,12.0085448,11.74681842,12.91411012
ENSG00000155506,21.08689328,20.60774278,14.34348986,12.22537606,11.20781827
ENSG00000138709,17.06609349,8.11165431,9.287632888,9.500138747,12.428591
ENSG00000161813,11.37099994,9.886655488,8.771831353,8.682217412,10.0108982
ENSG00000107929,9.866936666,12.67083839,7.751329915,14.40411445,8.774244926
ENSG00000166173,8.79456393,3.334325872,53.32657782,3.821884329,6.357298464
ENSG00000174720,11.26820217,27.85120639,22.19383539,33.79605843,19.71266912
ENSG00000133706,23.59280402,17.32849377,18.56179894,26.40244337,9.288015514
ENSG00000011376,4.170494699,6.761076242,4.294421566,5.696788136,2.904816494
ENSG00000001497,8.354270136,6.961286339,6.630330058,7.209796425,3.653695153
ENSG00000002834,6.425181652,6.481308117,3.776440925,15.83511307,12.4480218
ENSG00000131023,6.928539346,7.232455789,8.981604893,15.22869776,8.897360673
ENSG00000150457,0.371964834,2.957811969,1.872944722,3.390399437,7.879319161
ENSG00000213626,3.614663733,0.498044764,0.939788656,2.695784318,9.397436904
ENSG00000143815,4.579240002,6.268000856,12.65377435,12.47062315,21.38563578
ENSG00000135338,4.071705211,6.149017625,3.877582049,5.023390272,3.092716201
ENSG00000172954,8.265268932,7.910303659,7.943452997,8.112954736,8.404218696
ENSG00000205629,22.85988703,13.43863785,16.64055923,12.71060938,6.607762664
ENSG00000168806,1.195644243,2.934158119,1.871768308,1.578481722,2.216054289
ENSG00000196233,11.5360166,11.59726866,18.64719315,17.81190196,13.60872373
ENSG00000178177,5.87853149,4.918317092,11.34444615,12.31526646,10.22090915
ENSG00000043462,2.674884555,0.537988397,1.812260277,40.16093756,10.81139629
ENSG00000198728,3.266278602,3.213166595,2.4123295,3.703006408,7.310340388
ENSG00000169744,81.77623254,16.95061664,27.51486159,34.54252308,29.35170782
ENSG00000122367,0.69737331,0.896988723,42.71884914,1.678768447,2.625648162
ENSG00000134333,51.93811027,19.85187698,16.39724707,32.7785678,59.76484779
ENSG00000111716,159.832183,235.0974162,93.52768959,52.10768573,58.14150359
ENSG00000166816,0.886876847,9.680639901,2.074882718,2.643039261,1.026032959
ENSG00000130164,1.914753686,5.916835484,4.871775982,6.200591481,13.65746537
ENSG00000179241,2.87010154,11.7519711,15.90879066,1.887533787,40.66974761
ENSG00000157978,0.174712632,0.844642916,8.599935886,1.875132112,4.733411975
ENSG00000182195,27.08786087,8.42287115,26.08044813,5.161301313,13.28659293
ENSG00000188636,4.948357317,1.709326826,3.510219575,2.757623636,2.61405821
ENSG00000174106,8.429282779,7.272901219,7.017010419,9.132361592,11.90911018
ENSG00000166477,21.31076581,10.47505049,14.23436833,8.321233773,4.662681724
ENSG00000116678,1.008224021,2.116281412,1.124491548,2.441251485,21.89967323
ENSG00000104660,11.28100407,7.496513495,10.73813085,7.2593781,7.394116954
ENSG00000168924,3.375726851,6.527338813,3.0417526,2.637957708,3.826173397
ENSG00000165046,2.087967439,1.585701464,1.196697418,1.306253755,3.362304268
