"specimenID","libraryID","platform","RIN","rnaBatch","libraryBatch","sequencingBatch","libraryPrep","libraryPreparationMethod","isStranded","readStrandOrigin","runType","readLength","barcode","totalReads","mapped","rRNA.rate","assay","referenceSet","libraryVersion","DV200","validBarcodeReads"
"hB_RNA_8285","hB_RNA_8285","HiSeq2500",3.9,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8285,3791354,3466932,0.020731587,"rnaSeq",,,,
"hB_RNA_8295","hB_RNA_8295","HiSeq2500",8.1,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8295,4079721,3940925,0.0053223544,"rnaSeq",,,,
"hB_RNA_8255","hB_RNA_8255","HiSeq2500",3.7,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8255,4312147,3947008,0.00849783,"rnaSeq",,,,
"hB_RNA_8215_resequenced","hB_RNA_8215_resequenced","HiSeq2500",7.7,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8215,4458895,4235129,0.0040041283,"rnaSeq",,,,
"hB_RNA_10242","hB_RNA_10242","HiSeq2500",10,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10242,4838300,4411750,0.0032934777,"rnaSeq",,,,
"hB_RNA_12201","hB_RNA_12201","HiSeq2500",7.8,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12201,5171051,5059392,0.008591348,"rnaSeq",,,,
"hB_RNA_10232","hB_RNA_10232","HiSeq2500",6.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10232,5337002,4840488,0.01725074,"rnaSeq",,,,
"hB_RNA_9209_resequenced","hB_RNA_9209_resequenced","HiSeq2500",5.6,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9209,5720338,5161675,0.01805693,"rnaSeq",,,,
"hB_RNA_7765_resequenced","hB_RNA_7765_resequenced","HiSeq2500",7.5,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7765,5778141,5662335,0.002822334,"rnaSeq",,,,
"hB_RNA_12262","hB_RNA_12262","HiSeq2500",5.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12262,5992956,5785196,0.016097294,"rnaSeq",,,,
"hB_RNA_9212_resequenced","hB_RNA_9212_resequenced","HiSeq2500",6.2,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9212,6115223,5460522,0.014080705,"rnaSeq",,,,
"hB_RNA_12272","hB_RNA_12272","HiSeq2500",5.8,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12272,6488011,6283408,0.0060435357,"rnaSeq",,,,
"hB_RNA_12282","hB_RNA_12282","HiSeq2500",5.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12282,6530969,6320470,0.006864521,"rnaSeq",,,,
"hB_RNA_9208_resequenced","hB_RNA_9208_resequenced","HiSeq2500",3.8,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9208,6609477,5875811,0.027112002,"rnaSeq",,,,
"hB_RNA_8265_resequenced","hB_RNA_8265_resequenced","HiSeq2500",3.5,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8265,6635939,6245678,0.021854153,"rnaSeq",,,,
"hB_RNA_12292","hB_RNA_12292","HiSeq2500",5.3,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12292,7449750,7230499,0.009125235,"rnaSeq",,,,
"hB_RNA_12322","hB_RNA_12322","HiSeq2500",5.6,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12322,7469786,7281071,0.0073478203,"rnaSeq",,,,
"hB_RNA_12171","hB_RNA_12171","HiSeq2500",2.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12171,7497357,7244926,0.0043540816,"rnaSeq",,,,
"hB_RNA_12252","hB_RNA_12252","HiSeq2500",4.3,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12252,7815187,7442046,0.025841415,"rnaSeq",,,,
"hB_RNA_12312","hB_RNA_12312","HiSeq2500",3.9,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12312,7835560,7580886,0.006660303,"rnaSeq",,,,
"hB_RNA_12211","hB_RNA_12211","HiSeq2500",5.7,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12211,7892041,7633860,0.009096971,"rnaSeq",,,,
"hB_RNA_12181","hB_RNA_12181","HiSeq2500",3.8,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12181,7896927,7673342,0.020180516,"rnaSeq",,,,
"hB_RNA_12191","hB_RNA_12191","HiSeq2500",7.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12191,8018117,7847978,0.008558893,"rnaSeq",,,,
"hB_RNA_10762_resequenced","hB_RNA_10762_resequenced","HiSeq2500",6.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10762,9241021,9022002,0.008325425,"rnaSeq",,,,
"hB_RNA_8075_resequenced","hB_RNA_8075_resequenced","HiSeq2500",5.3,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8075,9355385,8282694,0.004808218,"rnaSeq",,,,
"hB_RNA_12352_resequenced","hB_RNA_12352_resequenced","HiSeq2500",4.2,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12352,9681352,9380160,0.009869554,"rnaSeq",,,,
"hB_RNA_10552","hB_RNA_10552","HiSeq2500",8,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10552,9821850,9604696,0.0016065058,"rnaSeq",,,,
"hB_RNA_10622","hB_RNA_10622","HiSeq2500",7.4,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10622,9842524,9667820,0.00089875486,"rnaSeq",,,,
"hB_RNA_10492_resequenced","hB_RNA_10492_resequenced","HiSeq2500",6.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10492,9894148,9610510,0.0052081523,"rnaSeq",,,,
"hB_RNA_10482_resequenced","hB_RNA_10482_resequenced","HiSeq2500",5.8,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10482,9984421,9732327,0.0057100425,"rnaSeq",,,,
"hB_RNA_10577","hB_RNA_10577","HiSeq2500",2.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10577,10019260,9736873,0.0011600234,"rnaSeq",,,,
"hB_RNA_10617","hB_RNA_10617","HiSeq2500",6.6,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10617,10619901,10422986,0.0014573559,"rnaSeq",,,,
"BM_10_809","BM_10_809","HiSeq2500",6.2,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,809,10695774,10504343,0.001534413,"rnaSeq",,,,
"hB_RNA_10862","hB_RNA_10862","HiSeq2500",3.6,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10862,10806151,10507505,0.0027244336,"rnaSeq",,,,
"hB_RNA_10742_resequenced","hB_RNA_10742_resequenced","HiSeq2500",9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10742,10979090,10787230,0.005121426,"rnaSeq",,,,
"hB_RNA_10852","hB_RNA_10852","HiSeq2500",3.1,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10852,11534698,11185519,0.0018446172,"rnaSeq",,,,
"hB_RNA_10882","hB_RNA_10882","HiSeq2500",5.7,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10882,11538434,11282758,0.0017122587,"rnaSeq",,,,
"hB_RNA_10567","hB_RNA_10567","HiSeq2500",4.1,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10567,11545837,11284811,0.0019397755,"rnaSeq",,,,
"hB_RNA_8155_resequenced","hB_RNA_8155_resequenced","HiSeq2500",5.2,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8155,11700510,11140468,0.008342199,"rnaSeq",,,,
"hB_RNA_10872","hB_RNA_10872","HiSeq2500",2.5,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10872,11737966,11450308,0.0016304365,"rnaSeq",,,,
"hB_RNA_10522_resequenced","hB_RNA_10522_resequenced","HiSeq2500",2.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10522,11845616,11313473,0.04775501,"rnaSeq",,,,
"hB_RNA_10632","hB_RNA_10632","HiSeq2500",5.1,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10632,12024682,11665803,0.0011321123,"rnaSeq",,,,
"hB_RNA_10252","hB_RNA_10252","HiSeq2500",8,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10252,12048402,11339942,0.0031547782,"rnaSeq",,,,
"hB_RNA_10652","hB_RNA_10652","HiSeq2500",3.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10652,12104085,11807777,0.0021815284,"rnaSeq",,,,
"hB_RNA_8175_resequenced","hB_RNA_8175_resequenced","HiSeq2500",4.6,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8175,12146076,11265837,0.009470401,"rnaSeq",,,,
"hB_RNA_10542_resequenced","hB_RNA_10542_resequenced","HiSeq2500",4.3,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10542,12222916,11843512,0.010758296,"rnaSeq",,,,
"BM_10_787","BM_10_787","HiSeq2500",7.8,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,787,12330786,12083881,0.00228751,"rnaSeq",,,,
"hB_RNA_12372_resequenced","hB_RNA_12372_resequenced","HiSeq2500",3.2,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12372,12337801,11798382,0.020427547,"rnaSeq",,,,
"hB_RNA_10642","hB_RNA_10642","HiSeq2500",6.8,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10642,12538059,12287270,0.0012763616,"rnaSeq",,,,
"hB_RNA_10583","hB_RNA_10583","HiSeq2500",7.1,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10583,12547755,12279812,0.0014340611,"rnaSeq",,,,
"hB_RNA_10692","hB_RNA_10692","HiSeq2500",4.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10692,12857845,12547869,0.0016288025,"rnaSeq",,,,
"hB_RNA_12382_resequenced","hB_RNA_12382_resequenced","HiSeq2500",5.8,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12382,12945256,12537404,0.0064258915,"rnaSeq",,,,
"hB_RNA_10672","hB_RNA_10672","HiSeq2500",7.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10672,13095719,12796648,0.0010897384,"rnaSeq",,,,
"hB_RNA_10682","hB_RNA_10682","HiSeq2500",5.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10682,13881621,13526211,0.0011377169,"rnaSeq",,,,
"hB_RNA_10722_resequenced","hB_RNA_10722_resequenced","HiSeq2500",5.6,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10722,13891679,13565518,0.0027610445,"rnaSeq",,,,
"hB_RNA_10712_resequenced","hB_RNA_10712_resequenced","HiSeq2500",4.5,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10712,13973847,13494297,0.004160424,"rnaSeq",,,,
"BM_10_793","BM_10_793","HiSeq2500",8.7,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,793,13976553,13675964,0.001770771,"rnaSeq",,,,
"hB_RNA_8125_resequenced","hB_RNA_8125_resequenced","HiSeq2500",5.2,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8125,14005825,13341781,0.012622078,"rnaSeq",,,,
"hB_RNA_10802_resequenced","hB_RNA_10802_resequenced","HiSeq2500",4.8,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10802,14749481,14201432,0.003828276,"rnaSeq",,,,
"hB_RNA_12342_resequenced","hB_RNA_12342_resequenced","HiSeq2500",3.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12342,14877745,14305028,0.014868618,"rnaSeq",,,,
"hB_RNA_10662","hB_RNA_10662","HiSeq2500",8.5,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10662,15027304,14703688,0.0013889712,"rnaSeq",,,,
"hB_RNA_10832","hB_RNA_10832","HiSeq2500",7,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10832,15089824,14660728,0.0021470967,"rnaSeq",,,,
"hB_RNA_10842","hB_RNA_10842","HiSeq2500",5.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10842,15444431,15063822,0.0018590899,"rnaSeq",,,,
"hB_RNA_9210_resequenced","hB_RNA_9210_resequenced","HiSeq2500",5.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9210,15897418,13576663,0.01002426,"rnaSeq",,,,
"hB_RNA_10842_resequenced","hB_RNA_10842_resequenced","HiSeq2500",5.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10842,16292864,15882677,0.0048743673,"rnaSeq",,,,
"hB_RNA_8085_resequenced","hB_RNA_8085_resequenced","HiSeq2500",7.3,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8085,16375676,15163735,0.004453784,"rnaSeq",,,,
"hB_RNA_10822","hB_RNA_10822","HiSeq2500",8.3,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10822,16490089,16187237,0.0029001862,"rnaSeq",,,,
"hB_RNA_13048_resequenced","hB_RNA_13048_resequenced","HiSeq2500",4.7,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13048,16797714,16282744,0.0053175925,"rnaSeq",,,,
"hB_RNA_10532","hB_RNA_10532","HiSeq2500",3.1,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10532,16919565,16477452,0.0076367995,"rnaSeq",,,,
"hB_RNA_10722","hB_RNA_10722","HiSeq2500",5.6,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10722,17108114,16710074,0.0015913155,"rnaSeq",,,,
"hB_RNA_10712","hB_RNA_10712","HiSeq2500",4.5,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10712,17193283,16721383,0.0021608858,"rnaSeq",,,,
"hB_RNA_13068_resequenced","hB_RNA_13068_resequenced","HiSeq2500",5.6,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13068,17421829,16841367,0.016660463,"rnaSeq",,,,
"hB_RNA_9207_resequenced","hB_RNA_9207_resequenced","HiSeq2500",4.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9207,17450071,14762824,0.016652437,"rnaSeq",,,,
"BM_10_605","BM_10_605","HiSeq2500",5.8,"NA","NA","S112B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,605,17582286,17016747,0.0016199335,"rnaSeq",,,,
"hB_RNA_10502_resequenced","hB_RNA_10502_resequenced","HiSeq2500",4.9,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10502,17656435,17000546,0.006682197,"rnaSeq",,,,
"hB_RNA_10522","hB_RNA_10522","HiSeq2500",2.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10522,17798431,17166296,0.03151501,"rnaSeq",,,,
"hB_RNA_10802","hB_RNA_10802","HiSeq2500",4.8,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10802,17968787,17470853,0.0019854784,"rnaSeq",,,,
"hB_RNA_10542","hB_RNA_10542","HiSeq2500",4.3,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10542,18039228,17561409,0.0068642558,"rnaSeq",,,,
"hB_RNA_10822_resequenced","hB_RNA_10822_resequenced","HiSeq2500",8.3,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10822,18245613,17854672,0.005095025,"rnaSeq",,,,
"hB_RNA_10692_resequenced","hB_RNA_10692_resequenced","HiSeq2500",4.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10692,18562070,17989027,0.0046766284,"rnaSeq",,,,
"hB_RNA_13048","hB_RNA_13048","HiSeq2500",4.7,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13048,18674693,18077255,0.0047248877,"rnaSeq",,,,
"hB_RNA_10532_resequenced","hB_RNA_10532_resequenced","HiSeq2500",3.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10532,18707159,18146979,0.011641441,"rnaSeq",,,,
"hB_RNA_10652_resequenced","hB_RNA_10652_resequenced","HiSeq2500",3.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10652,18823448,18276139,0.005810472,"rnaSeq",,,,
"hB_RNA_8115_resequenced","hB_RNA_8115_resequenced","HiSeq2500",5.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8115,18915104,16814881,0.0033520905,"rnaSeq",,,,
"hB_RNA_13216_resequenced","hB_RNA_13216_resequenced","HiSeq2500",6.2,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13216,18917237,18454451,0.005426658,"rnaSeq",,,,
"hB_RNA_8175","hB_RNA_8175","HiSeq2500",4.6,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8175,18993343,17616603,0.009678881,"rnaSeq",,,,
"hB_RNA_10862_resequenced","hB_RNA_10862_resequenced","HiSeq2500",3.6,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10862,19001741,18503499,0.007366066,"rnaSeq",,,,
"hB_RNA_13032","hB_RNA_13032","HiSeq2500",2.7,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13032,19042320,18221657,0.030566102,"rnaSeq",,,,
"hB_RNA_10672_resequenced","hB_RNA_10672_resequenced","HiSeq2500",7.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10672,19072785,18654747,0.0023588634,"rnaSeq",,,,
"hB_RNA_4761","hB_RNA_4761","HiSeq2500",7.1,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4761,19095178,15027082,0.71586525,"rnaSeq",,,,
"hB_RNA_12372","hB_RNA_12372","HiSeq2500",3.2,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12372,19182460,18473118,0.015673261,"rnaSeq",,,,
"hB_RNA_8265","hB_RNA_8265","HiSeq2500",3.5,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8265,3063605,2812573,0.021397134,"rnaSeq",,,,
"hB_RNA_10832_resequenced","hB_RNA_10832_resequenced","HiSeq2500",7,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10832,19578905,18970374,0.00476891,"rnaSeq",,,,
"hB_RNA_8125","hB_RNA_8125","HiSeq2500",5.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8125,19833143,18587962,0.012430733,"rnaSeq",,,,
"hB_RNA_13039","hB_RNA_13039","HiSeq2500",5,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13039,19925880,19294281,0.0054871184,"rnaSeq",,,,
"hB_RNA_13081","hB_RNA_13081","HiSeq2500",4.1,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13081,19972123,19277312,0.015329523,"rnaSeq",,,,
"hB_RNA_10583_resequenced","hB_RNA_10583_resequenced","HiSeq2500",7.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10583,20066931,19534312,0.003766808,"rnaSeq",,,,
"hB_RNA_13068","hB_RNA_13068","HiSeq2500",5.6,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13068,20070853,19422963,0.014648743,"rnaSeq",,,,
"hB_RNA_13058","hB_RNA_13058","HiSeq2500",2.8,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13058,20283192,19571633,0.004730316,"rnaSeq",,,,
"hB_RNA_12342","hB_RNA_12342","HiSeq2500",3.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12342,20302542,19649593,0.010647397,"rnaSeq",,,,
"hB_RNA_10782","hB_RNA_10782","HiSeq2500",2.3,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10782,20341800,19903020,0.0024886676,"rnaSeq",,,,
"hB_RNA_13081_resequenced","hB_RNA_13081_resequenced","HiSeq2500",4.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13081,20535574,19797261,0.017251479,"rnaSeq",,,,
"hB_RNA_9208","hB_RNA_9208","HiSeq2500",3.8,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9208,20573086,17247784,0.027037676,"rnaSeq",,,,
"BM_36_410","BM_36_410","HiSeq2500",6,"NA","NA","S111B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,410,20702560,20007611,0.0045889034,"rnaSeq",,,,
"hB_RNA_10632_resequenced","hB_RNA_10632_resequenced","HiSeq2500",5.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10632,20737888,20180515,0.003315723,"rnaSeq",,,,
"hB_RNA_10762","hB_RNA_10762","HiSeq2500",6.1,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10762,20785846,20300793,0.0046606557,"rnaSeq",,,,
"hB_RNA_8155","hB_RNA_8155","HiSeq2500",5.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8155,21422639,20028800,0.008098638,"rnaSeq",,,,
"BM_10_780","BM_10_780","HiSeq2500",6.3,"NA","NA","S109B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,780,21472672,21063708,0.0030063558,"rnaSeq",,,,
"hB_RNA_10662_resequenced","hB_RNA_10662_resequenced","HiSeq2500",8.5,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10662,21740666,21322913,0.002564753,"rnaSeq",,,,
"hB_RNA_7765","hB_RNA_7765","HiSeq2500",7.5,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7765,21814914,21370400,0.0026511904,"rnaSeq",,,,
"BM_22_53","BM_22_53","HiSeq2500",5,"NA","NA","S113B355","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,53,21991771,21411521,0.011976637,"rnaSeq",,,,
"hB_RNA_10642_resequenced","hB_RNA_10642_resequenced","HiSeq2500",6.8,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10642,21998833,21532432,0.0030782868,"rnaSeq",,,,
"hB_RNA_12382","hB_RNA_12382","HiSeq2500",5.8,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12382,22131557,21681382,0.004664924,"rnaSeq",,,,
"hB_RNA_10682_resequenced","hB_RNA_10682_resequenced","HiSeq2500",5.9,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10682,22154997,21417159,0.002528533,"rnaSeq",,,,
"hB_RNA_9209","hB_RNA_9209","HiSeq2500",5.6,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9209,22169419,19125079,0.018010173,"rnaSeq",,,,
"hB_RNA_8225","hB_RNA_8225","HiSeq2500",6.6,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8225,22169741,20740640,0.0025788501,"rnaSeq",,,,
"hB_RNA_12352","hB_RNA_12352","HiSeq2500",4.2,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12352,22182438,21564662,0.0073325518,"rnaSeq",,,,
"hB_RNA_10482","hB_RNA_10482","HiSeq2500",5.8,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10482,22293197,21767781,0.003972201,"rnaSeq",,,,
"hB_RNA_10552_resequenced","hB_RNA_10552_resequenced","HiSeq2500",8,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10552,22419216,21952096,0.0031776465,"rnaSeq",,,,
"hB_RNA_10502","hB_RNA_10502","HiSeq2500",4.9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10502,22496969,21786759,0.0042463406,"rnaSeq",,,,
"hB_RNA_10742","hB_RNA_10742","HiSeq2500",9,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10742,22501070,22105198,0.003216031,"rnaSeq",,,,
"hB_RNA_12171_resequenced","hB_RNA_12171_resequenced","HiSeq2500",2.2,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12171,22603316,21867536,0.0042232466,"rnaSeq",,,,
"hB_RNA_8555","hB_RNA_8555","HiSeq2500",6.8,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8555,22610541,22227452,0.0034173958,"rnaSeq",,,,
"BM_22_213","BM_22_213","HiSeq2500",6.8,"NA","NA","S115B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,213,22781392,22012935,0.0054724184,"rnaSeq",,,,
"hB_RNA_8185","hB_RNA_8185","HiSeq2500",6.2,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8185,23100395,22090357,0.0053828014,"rnaSeq",,,,
"hB_RNA_8055","hB_RNA_8055","HiSeq2500",7.1,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8055,23156836,21348378,0.0058683148,"rnaSeq",,,,
"BM_22_258","BM_22_258","HiSeq2500",7,"NA","NA","H154B394","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,258,23159965,22609575,0.0014580105,"rnaSeq",,,,
"hB_RNA_13216","hB_RNA_13216","HiSeq2500",6.2,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,13216,23200952,22561601,0.0047608325,"rnaSeq",,,,
"hB_RNA_8085","hB_RNA_8085","HiSeq2500",7.3,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8085,23267114,21671560,0.004115486,"rnaSeq",,,,
"hB_RNA_10492","hB_RNA_10492","HiSeq2500",6.1,"NA","NA","K77C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,10492,23315189,22658920,0.0036066591,"rnaSeq",,,,
