"specimenID","libraryID","platform","RIN","rnaBatch","libraryBatch","sequencingBatch","libraryPrep","libraryPreparationMethod","isStranded","readStrandOrigin","runType","readLength","barcode","totalReads","mapped","rRNA.rate","assay","referenceSet","libraryVersion","DV200","validBarcodeReads"
"hB_RNA_4631","hB_RNA_4631","HiSeq2500",3.9,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4631,29487277,27143536,0.17544033,"rnaSeq",,,,
"hB_RNA_4720_L43C014","hB_RNA_4720_L43C014","HiSeq2500",4.3,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4720,28475473,26556511,0.24022707,"rnaSeq",,,,
"hB_RNA_4720","hB_RNA_4720","HiSeq2500",4.3,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4720,28295317,23554390,0.6121915,"rnaSeq",,,,
"hB_RNA_4728","hB_RNA_4728","HiSeq2500",5.9,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4728,31288003,28696410,0.16276786,"rnaSeq",,,,
"hB_RNA_4751_L43C014","hB_RNA_4751_L43C014","HiSeq2500",4.2,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4751,18244049,15389993,0.02943848,"rnaSeq",,,,
"hB_RNA_4761_L43C014","hB_RNA_4761_L43C014","HiSeq2500",7.1,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4761,39989974,35371213,0.006260119,"rnaSeq",,,,
"hB_RNA_4774_L43C014","hB_RNA_4774_L43C014","HiSeq2500",5.7,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4774,46268666,43867688,0.0033282584,"rnaSeq",,,,
"hB_RNA_4782_L43C014","hB_RNA_4782_L43C014","HiSeq2500",7.8,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4782,72740759,71146222,0.0077800616,"rnaSeq",,,,
"hB_RNA_4782","hB_RNA_4782","HiSeq2500",7.8,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4782,25106543,19851156,0.7526792,"rnaSeq",,,,
"hB_RNA_4791_L43C014","hB_RNA_4791_L43C014","HiSeq2500",7.8,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4791,60237428,55854976,0.0060445284,"rnaSeq",,,,
"hB_RNA_4801_L43C014","hB_RNA_4801_L43C014","HiSeq2500",2.8,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4801,19184973,18525868,0.0073296432,"rnaSeq",,,,
"hB_RNA_4811","hB_RNA_4811","HiSeq2500",6.3,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4811,34418552,32912584,0.061465852,"rnaSeq",,,,
"hB_RNA_4841","hB_RNA_4841","HiSeq2500",7.4,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4841,37567490,34328501,0.21648534,"rnaSeq",,,,
"hB_RNA_4851","hB_RNA_4851","HiSeq2500",7.3,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4851,33694441,31273325,0.16479802,"rnaSeq",,,,
"hB_RNA_4862_L43C014","hB_RNA_4862_L43C014","HiSeq2500",7.2,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4862,59399300,54415485,0.19394833,"rnaSeq",,,,
"hB_RNA_4862","hB_RNA_4862","HiSeq2500",7.2,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4862,32799863,27198325,0.56733054,"rnaSeq",,,,
"hB_RNA_4871","hB_RNA_4871","HiSeq2500",6.9,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4871,33367535,30422788,0.2170351,"rnaSeq",,,,
"hB_RNA_4881_L43C014","hB_RNA_4881_L43C014","HiSeq2500",6.3,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4881,21564839,20811161,0.06819447,"rnaSeq",,,,
"hB_RNA_4881","hB_RNA_4881","HiSeq2500",6.3,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4881,35620806,31368178,0.32342178,"rnaSeq",,,,
"hB_RNA_4891_L43C014","hB_RNA_4891_L43C014","HiSeq2500",4.5,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4891,14988448,13131829,0.4036932,"rnaSeq",,,,
"hB_RNA_4891","hB_RNA_4891","HiSeq2500",4.5,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4891,34253940,30296897,0.35479638,"rnaSeq",,,,
"hB_RNA_4919","hB_RNA_4919","HiSeq2500",5.2,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4919,29364053,28620879,0.0047818585,"rnaSeq",,,,
"hB_RNA_4923_L43C014","hB_RNA_4923_L43C014","HiSeq2500",4.8,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4923,23916927,22355047,0.030036751,"rnaSeq",,,,
"hB_RNA_4932","hB_RNA_4932","HiSeq2500",7.8,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4932,32983064,31280364,0.09840585,"rnaSeq",,,,
"hB_RNA_4946_L43C014","hB_RNA_4946_L43C014","HiSeq2500",4,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4946,19780860,18675331,0.0048060725,"rnaSeq",,,,
"hB_RNA_4951_L43C014","hB_RNA_4951_L43C014","HiSeq2500",7.9,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4951,22480407,21468726,0.0030468039,"rnaSeq",,,,
"hB_RNA_4961_L43C014","hB_RNA_4961_L43C014","HiSeq2500",6.8,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4961,23425002,22338756,0.0028715117,"rnaSeq",,,,
"hB_RNA_4980_L43C014","hB_RNA_4980_L43C014","HiSeq2500",6,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4980,30426072,29148737,0.003551612,"rnaSeq",,,,
"hB_RNA_4991_B82C014","hB_RNA_4991_B82C014","HiSeq2500",2.8,"NA","NA","B82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,4991,51617023,44570613,0.008467754,"rnaSeq",,,,
"hB_RNA_5001_L43C014","hB_RNA_5001_L43C014","HiSeq2500",4.7,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5001,30241464,29257452,0.0028285785,"rnaSeq",,,,
"hB_RNA_5001","hB_RNA_5001","HiSeq2500",4.7,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5001,64753029,47656379,0.83929455,"rnaSeq",,,,
"hB_RNA_5011_L43C014","hB_RNA_5011_L43C014","HiSeq2500",6.5,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5011,29066429,27856277,0.08393462,"rnaSeq",,,,
"hB_RNA_5011","hB_RNA_5011","HiSeq2500",6.5,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5011,59333264,40590596,0.69349,"rnaSeq",,,,
"hB_RNA_5021_L43C014","hB_RNA_5021_L43C014","HiSeq2500",4.4,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5021,34325080,33458588,0.0070641953,"rnaSeq",,,,
"hB_RNA_5021","hB_RNA_5021","HiSeq2500",4.4,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5021,38779006,26099612,0.75237453,"rnaSeq",,,,
"hB_RNA_5031_L43C014","hB_RNA_5031_L43C014","HiSeq2500",3.2,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,5031,39429432,36716628,0.011595673,"rnaSeq",,,,
"hB_RNA_7755","hB_RNA_7755","HiSeq2500",4.9,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7755,24186951,23230273,0.003734868,"rnaSeq",,,,
"hB_RNA_7835_B82C014","hB_RNA_7835_B82C014","HiSeq2500",8.3,"NA","NA","B82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7835,40459350,39096027,0.03840418,"rnaSeq",,,,
"hB_RNA_7835","hB_RNA_7835","HiSeq2500",8.3,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7835,24505366,22354951,0.0062684994,"rnaSeq",,,,
"hB_RNA_7925","hB_RNA_7925","HiSeq2500",7.1,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7925,25520034,23424039,0.0062125064,"rnaSeq",,,,
"hB_RNA_7995_E007C014","hB_RNA_7995_E007C014","HiSeq2500",6.5,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7995,34880558,32497254,0.0065494147,"rnaSeq",,,,
"hB_RNA_7995","hB_RNA_7995","HiSeq2500",6.5,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,7995,24204731,22791915,0.0055467035,"rnaSeq",,,,
"hB_RNA_8015","hB_RNA_8015","HiSeq2500",5.4,"NA","NA","K79C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8015,23358321,22806005,0.0018533277,"rnaSeq",,,,
"hB_RNA_8025_E007C014","hB_RNA_8025_E007C014","HiSeq2500",4.1,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8025,13049110,11903118,0.07492012,"rnaSeq",,,,
"hB_RNA_8025","hB_RNA_8025","HiSeq2500",4.1,"NA","NA","E3C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8025,23737858,21701189,0.07442758,"rnaSeq",,,,
"hB_RNA_8055_L43C014","hB_RNA_8055_L43C014","HiSeq2500",7.1,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8055,84912107,74510958,0.011969004,"rnaSeq",,,,
"hB_RNA_8185_L43C014","hB_RNA_8185_L43C014","HiSeq2500",6.2,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8185,28222705,27411081,0.0058061923,"rnaSeq",,,,
"hB_RNA_8225_L43C014","hB_RNA_8225_L43C014","HiSeq2500",6.6,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8225,21425442,20626874,0.0014758902,"rnaSeq",,,,
"hB_RNA_8255_L43C014","hB_RNA_8255_L43C014","HiSeq2500",3.7,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8255,56325208,49502355,0.011060786,"rnaSeq",,,,
"hB_RNA_8265_E007C014","hB_RNA_8265_E007C014","HiSeq2500",3.5,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8265,19424372,17775911,0.021427143,"rnaSeq",,,,
"hB_RNA_8355","hB_RNA_8355","HiSeq2500",5.4,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8355,36590545,34807902,0.108539686,"rnaSeq",,,,
"hB_RNA_8385","hB_RNA_8385","HiSeq2500",5.7,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8385,35084924,33466812,0.039368913,"rnaSeq",,,,
"hB_RNA_8435","hB_RNA_8435","HiSeq2500",3.1,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8435,35689583,34004358,0.054852966,"rnaSeq",,,,
"hB_RNA_8475_L43C014","hB_RNA_8475_L43C014","HiSeq2500",2.6,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8475,40778769,38766859,0.017557729,"rnaSeq",,,,
"hB_RNA_8485","hB_RNA_8485","HiSeq2500",3.9,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8485,40067279,38471854,0.05470066,"rnaSeq",,,,
"hB_RNA_8515_K85C014","hB_RNA_8515_K85C014","HiSeq2500",6.6,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8515,35859126,35037416,0.010871235,"rnaSeq",,,,
"hB_RNA_8525_K85C014","hB_RNA_8525_K85C014","HiSeq2500",6,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8525,38148966,37162855,0.014353606,"rnaSeq",,,,
"hB_RNA_8555_B82C014","hB_RNA_8555_B82C014","HiSeq2500",6.8,"NA","NA","B82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8555,39527812,38695016,0.012283106,"rnaSeq",,,,
"hB_RNA_8615_B82C014","hB_RNA_8615_B82C014","HiSeq2500",5.1,"NA","NA","B82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8615,49424992,47710398,0.010721709,"rnaSeq",,,,
"hB_RNA_8675_L43C014","hB_RNA_8675_L43C014","HiSeq2500",3.1,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8675,23846498,22587406,0.08234279,"rnaSeq",,,,
"hB_RNA_8675","hB_RNA_8675","HiSeq2500",3.1,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8675,25521644,23647088,0.07825932,"rnaSeq",,,,
"hB_RNA_8695","hB_RNA_8695","HiSeq2500",3.4,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8695,35009343,32233591,0.06719462,"rnaSeq",,,,
"hB_RNA_8805","hB_RNA_8805","HiSeq2500",6.1,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8805,29827330,28810072,0.016139807,"rnaSeq",,,,
"hB_RNA_8815","hB_RNA_8815","HiSeq2500",7.4,"NA","NA","K85C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8815,28504393,27548193,0.021208433,"rnaSeq",,,,
"hB_RNA_8855","hB_RNA_8855","HiSeq2500",4,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8855,32724137,31719252,0.050916806,"rnaSeq",,,,
"hB_RNA_8935","hB_RNA_8935","HiSeq2500",3.2,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8935,39462282,37844179,0.04948367,"rnaSeq",,,,
"hB_RNA_8965","hB_RNA_8965","HiSeq2500",3.1,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,8965,32027157,30800173,0.057330977,"rnaSeq",,,,
"hB_RNA_9005","hB_RNA_9005","HiSeq2500",2.2,"NA","NA","B18C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9005,26877427,25787247,0.07471282,"rnaSeq",,,,
"hB_RNA_9115_B82C014","hB_RNA_9115_B82C014","HiSeq2500",3,"NA","NA","B82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9115,63425974,59658845,0.00607873,"rnaSeq",,,,
"hB_RNA_9136","hB_RNA_9136","HiSeq2500",5,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9136,35459975,34584013,0.0063392585,"rnaSeq",,,,
"hB_RNA_9139","hB_RNA_9139","HiSeq2500",4.9,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9139,40132810,38826010,0.007323982,"rnaSeq",,,,
"hB_RNA_9140_K75rC014","hB_RNA_9140_K75rC014","HiSeq2500",6.4,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9140,37749679,36638983,0.008492649,"rnaSeq",,,,
"hB_RNA_9144","hB_RNA_9144","HiSeq2500",5.2,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9144,36514676,35305026,0.015506264,"rnaSeq",,,,
"hB_RNA_9146","hB_RNA_9146","HiSeq2500",7.3,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9146,37270215,35009430,0.14136396,"rnaSeq",,,,
"hB_RNA_9147","hB_RNA_9147","HiSeq2500",3.7,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9147,36881206,35512282,0.013305144,"rnaSeq",,,,
"hB_RNA_9149","hB_RNA_9149","HiSeq2500",5.8,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9149,45161974,42017639,0.17955771,"rnaSeq",,,,
"hB_RNA_9153","hB_RNA_9153","HiSeq2500",6.8,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9153,38967262,37237211,0.07569205,"rnaSeq",,,,
"hB_RNA_9165","hB_RNA_9165","HiSeq2500",6.5,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9165,35299227,33423207,0.05197161,"rnaSeq",,,,
"hB_RNA_9166_L43C014","hB_RNA_9166_L43C014","HiSeq2500",5.4,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9166,22563184,21971905,0.0037799182,"rnaSeq",,,,
"hB_RNA_9167","hB_RNA_9167","HiSeq2500",5.4,"NA","NA","K75rC014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9167,32095843,30443895,0.0626654,"rnaSeq",,,,
"hB_RNA_9178_L43C014","hB_RNA_9178_L43C014","HiSeq2500",7.7,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9178,35915395,34962240,0.002778569,"rnaSeq",,,,
"hB_RNA_9180_L43C014","hB_RNA_9180_L43C014","HiSeq2500",5.3,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9180,24523849,23760442,0.0051959893,"rnaSeq",,,,
"hB_RNA_9181","hB_RNA_9181","HiSeq2500",4.3,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9181,36475517,34485587,0.05720949,"rnaSeq",,,,
"hB_RNA_9182","hB_RNA_9182","HiSeq2500",3.4,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9182,33492627,30298068,0.19458278,"rnaSeq",,,,
"hB_RNA_9183","hB_RNA_9183","HiSeq2500",5.1,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9183,38102344,35241176,0.13492921,"rnaSeq",,,,
"hB_RNA_9184","hB_RNA_9184","HiSeq2500",5.4,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9184,35513280,33617539,0.06721408,"rnaSeq",,,,
"hB_RNA_9187_L43C014","hB_RNA_9187_L43C014","HiSeq2500",3.2,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9187,143772955,122123666,0.40129977,"rnaSeq",,,,
"hB_RNA_9187","hB_RNA_9187","HiSeq2500",3.2,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9187,31665423,25384741,0.80715626,"rnaSeq",,,,
"hB_RNA_9189_E007C014","hB_RNA_9189_E007C014","HiSeq2500",4.7,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9189,11090696,10444068,0.104241185,"rnaSeq",,,,
"hB_RNA_9189","hB_RNA_9189","HiSeq2500",4.7,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9189,23956764,22549039,0.10673772,"rnaSeq",,,,
"hB_RNA_9190_E007C014","hB_RNA_9190_E007C014","HiSeq2500",5.7,"NA","NA","E007C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9190,20037018,18367302,0.12768686,"rnaSeq",,,,
"hB_RNA_9190","hB_RNA_9190","HiSeq2500",5.7,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9190,31976988,29225987,0.2434408,"rnaSeq",,,,
"hB_RNA_9191_L43C014","hB_RNA_9191_L43C014","HiSeq2500",5,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9191,15739041,15470202,0.006643223,"rnaSeq",,,,
"hB_RNA_9193","hB_RNA_9193","HiSeq2500",5.9,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9193,44034937,38564199,0.35627744,"rnaSeq",,,,
"hB_RNA_9196","hB_RNA_9196","HiSeq2500",5.2,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9196,34783584,33396312,0.06375165,"rnaSeq",,,,
"hB_RNA_9199","hB_RNA_9199","HiSeq2500",4.6,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9199,35836270,29930713,0.005419684,"rnaSeq",,,,
"hB_RNA_9201","hB_RNA_9201","HiSeq2500",5.4,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9201,33008003,28541351,0.009314765,"rnaSeq",,,,
"hB_RNA_9202","hB_RNA_9202","HiSeq2500",3.8,"NA","NA","E2C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9202,33603837,28652129,0.1351889,"rnaSeq",,,,
"hB_RNA_9208_L43C014","hB_RNA_9208_L43C014","HiSeq2500",3.8,"NA","NA","L43C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9208,49938690,37930045,0.0347708,"rnaSeq",,,,
"hB_RNA_9226_K82C014","hB_RNA_9226_K82C014","HiSeq2500",9,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9226,30231855,29366793,0.0076369597,"rnaSeq",,,,
"hB_RNA_9229","hB_RNA_9229","HiSeq2500",9.7,"NA","NA","K82C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,9229,31911975,31138008,0.0097859185,"rnaSeq",,,,
"hB_RNA_12588","hB_RNA_12588","HiSeq2500",7.7,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12588,36130581,34029068,0.089363985,"rnaSeq",,,,
"hB_RNA_12624","hB_RNA_12624","HiSeq2500",1,"NA","NA","P62C014","rRNAdepletion","TruSeq","NA","NA","singleEnd",100,12624,29025358,27192957,0.007527648,"rnaSeq",,,,
"178941_MGAS_rnaseq","178941_MGAS_rnaseq","IlluminaNovaseq6000",3.1,"NA","2020-01-28","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"178941",86131082,77110476,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"178941_NEU_rnaseq","178941_NEU_rnaseq","IlluminaNovaseq6000",3.3,"NA","2020-01-31","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"178941",81991219,73293517,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"178941_OLIG_rnaseq","178941_OLIG_rnaseq","IlluminaNovaseq6000",3.1,"NA","2020-02-04","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"178941",69868818,63472728,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"178945_MGAS_rnaseq","178945_MGAS_rnaseq","IlluminaNovaseq6000",1.8,"NA","2020-01-17","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"178945",77841607,66367741,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"178945_NEU_rnaseq","178945_NEU_rnaseq","IlluminaNovaseq6000",1,"NA","2020-02-11","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"178945",66689458,54735438,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"178945_OLIG_rnaseq","178945_OLIG_rnaseq","IlluminaNovaseq6000",1.8,"NA","2020-01-17","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"178945",79922030,69345516,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179050_MGAS_rnaseq","179050_MGAS_rnaseq","IlluminaNovaseq6000",2.9,"NA","2020-01-28","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179050",71996584,63083937,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179050_NEU_rnaseq","179050_NEU_rnaseq","IlluminaNovaseq6000",2.9,"NA","2020-02-05","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179050",78184593,64239270,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179050_OLIG_rnaseq","179050_OLIG_rnaseq","IlluminaNovaseq6000",3.1,"NA","2020-01-28","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179050",52297745,47024149,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179051_MGAS_rnaseq","179051_MGAS_rnaseq","IlluminaNovaseq6000",2.2,"NA","2020-01-31","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179051",81372675,72004673,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179052_MGAS_rnaseq","179052_MGAS_rnaseq","IlluminaNovaseq6000",3.8,"NA","2020-01-28","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179052",72937165,64125876,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179052_NEU_rnaseq","179052_NEU_rnaseq","IlluminaNovaseq6000",4.3,"NA","2020-01-28","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179052",75881489,66404054,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179052_OLIG_rnaseq","179052_OLIG_rnaseq","IlluminaNovaseq6000",4.2,"NA","2020-02-12","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179052",82461311,74100507,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179053_MGAS_rnaseq","179053_MGAS_rnaseq","IlluminaNovaseq6000",2.3,"NA","2020-01-17","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179053",86117588,75160012,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179053_NEU_rnaseq","179053_NEU_rnaseq","IlluminaNovaseq6000",2.8,"NA","2020-01-17","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179053",60248160,47250539,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179053_OLIG_rnaseq","179053_OLIG_rnaseq","IlluminaNovaseq6000",2.8,"NA","2020-02-05","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179053",79118534,70038969,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179054_MGAS_rnaseq","179054_MGAS_rnaseq","IlluminaNovaseq6000",3.7,"NA","2020-01-28","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179054",75762104,64032076,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
"179054_NEU_rnaseq","179054_NEU_rnaseq","IlluminaNovaseq6000",3.7,"NA","2020-01-17","NA","rRNAdepletion","TruSeq","TRUE",2,"pairedEnd",100,"179054",84328657,71797535,"NA","rnaSeq","GRCh38","SMARTer Stranded Total RNA-Seq Kit v2-Pico",,
