assay,specimenID,platform,platformLocation,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,libraryType,sampleBarcode,readLength,isStranded,readStrandOrigin,runType,totalReads,validBarcodeReads,numberCells,medianGenes,medianUMIs,dataContributionBatch
scrnaSeq,200313-B23-B_R4042599,HiSeqX,Broad,NA,200313-B23-B,200313-B23-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R4042599,Illumina NovaSeq 6000,NYGC,NA,200313-B23-B,200313-B23-B,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R4077358,HiSeqX,Broad,NA,200313-B23-B,200313-B23-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R4077358,Illumina NovaSeq 6000,NYGC,NA,200313-B23-B,200313-B23-B,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R4379962,HiSeqX,Broad,NA,200313-B23-B,200313-B23-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R4379962,Illumina NovaSeq 6000,NYGC,NA,200313-B23-B,200313-B23-B,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R5053212,HiSeqX,Broad,NA,200313-B23-B,200313-B23-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R5053212,Illumina NovaSeq 6000,NYGC,NA,200313-B23-B,200313-B23-B,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R5369295,HiSeqX,Broad,NA,200313-B23-B,200313-B23-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R5369295,Illumina NovaSeq 6000,NYGC,NA,200313-B23-B,200313-B23-B,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R9936070,HiSeqX,Broad,NA,200313-B23-B,200313-B23-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200313-B23-B_R9936070,Illumina NovaSeq 6000,NYGC,NA,200313-B23-B,200313-B23-B,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R1028639,HiSeqX,Broad,NA,200316-B24-A,200316-B24-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R1028639,Illumina NovaSeq 6000,NYGC,NA,200316-B24-A,200316-B24-A,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R1617674,HiSeqX,Broad,NA,200316-B24-A,200316-B24-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R1617674,Illumina NovaSeq 6000,NYGC,NA,200316-B24-A,200316-B24-A,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R2565200,HiSeqX,Broad,NA,200316-B24-A,200316-B24-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R2565200,Illumina NovaSeq 6000,NYGC,NA,200316-B24-A,200316-B24-A,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R3631183,HiSeqX,Broad,NA,200316-B24-A,200316-B24-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R3631183,Illumina NovaSeq 6000,NYGC,NA,200316-B24-A,200316-B24-A,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R3744330,HiSeqX,Broad,NA,200316-B24-A,200316-B24-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R3744330,Illumina NovaSeq 6000,NYGC,NA,200316-B24-A,200316-B24-A,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R5026720,HiSeqX,Broad,NA,200316-B24-A,200316-B24-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R5026720,Illumina NovaSeq 6000,NYGC,NA,200316-B24-A,200316-B24-A,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R6478102,HiSeqX,Broad,NA,200316-B24-A,200316-B24-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R6478102,Illumina NovaSeq 6000,NYGC,NA,200316-B24-A,200316-B24-A,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R6934314,HiSeqX,Broad,NA,200316-B24-A,200316-B24-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-A_R6934314,Illumina NovaSeq 6000,NYGC,NA,200316-B24-A,200316-B24-A,HGCTMDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R1028639,HiSeqX,Broad,NA,200316-B24-B,200316-B24-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R1028639,Illumina NovaSeq 6000,NYGC,NA,200316-B24-B,200316-B24-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R1617674,HiSeqX,Broad,NA,200316-B24-B,200316-B24-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R1617674,Illumina NovaSeq 6000,NYGC,NA,200316-B24-B,200316-B24-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R2565200,HiSeqX,Broad,NA,200316-B24-B,200316-B24-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R2565200,Illumina NovaSeq 6000,NYGC,NA,200316-B24-B,200316-B24-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R3631183,HiSeqX,Broad,NA,200316-B24-B,200316-B24-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R3631183,Illumina NovaSeq 6000,NYGC,NA,200316-B24-B,200316-B24-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R3744330,HiSeqX,Broad,NA,200316-B24-B,200316-B24-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R3744330,Illumina NovaSeq 6000,NYGC,NA,200316-B24-B,200316-B24-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R5026720,HiSeqX,Broad,NA,200316-B24-B,200316-B24-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R5026720,Illumina NovaSeq 6000,NYGC,NA,200316-B24-B,200316-B24-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R6478102,HiSeqX,Broad,NA,200316-B24-B,200316-B24-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R6478102,Illumina NovaSeq 6000,NYGC,NA,200316-B24-B,200316-B24-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R6934314,HiSeqX,Broad,NA,200316-B24-B,200316-B24-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B24-B_R6934314,Illumina NovaSeq 6000,NYGC,NA,200316-B24-B,200316-B24-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R2895885,HiSeqX,Broad,NA,200316-B25-A,200316-B25-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R2895885,Illumina NovaSeq 6000,NYGC,NA,200316-B25-A,200316-B25-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R3328867,HiSeqX,Broad,NA,200316-B25-A,200316-B25-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R3328867,Illumina NovaSeq 6000,NYGC,NA,200316-B25-A,200316-B25-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R5234179,HiSeqX,Broad,NA,200316-B25-A,200316-B25-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R5234179,Illumina NovaSeq 6000,NYGC,NA,200316-B25-A,200316-B25-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R6665276,HiSeqX,Broad,NA,200316-B25-A,200316-B25-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R6665276,Illumina NovaSeq 6000,NYGC,NA,200316-B25-A,200316-B25-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R7095349,HiSeqX,Broad,NA,200316-B25-A,200316-B25-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R7095349,Illumina NovaSeq 6000,NYGC,NA,200316-B25-A,200316-B25-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R8457289,HiSeqX,Broad,NA,200316-B25-A,200316-B25-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R8457289,Illumina NovaSeq 6000,NYGC,NA,200316-B25-A,200316-B25-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R8704458,HiSeqX,Broad,NA,200316-B25-A,200316-B25-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R8704458,Illumina NovaSeq 6000,NYGC,NA,200316-B25-A,200316-B25-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R9255058,HiSeqX,Broad,NA,200316-B25-A,200316-B25-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-A_R9255058,Illumina NovaSeq 6000,NYGC,NA,200316-B25-A,200316-B25-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R2895885,HiSeqX,Broad,NA,200316-B25-B,200316-B25-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R2895885,Illumina NovaSeq 6000,NYGC,NA,200316-B25-B,200316-B25-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R3328867,HiSeqX,Broad,NA,200316-B25-B,200316-B25-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R3328867,Illumina NovaSeq 6000,NYGC,NA,200316-B25-B,200316-B25-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R5234179,HiSeqX,Broad,NA,200316-B25-B,200316-B25-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R5234179,Illumina NovaSeq 6000,NYGC,NA,200316-B25-B,200316-B25-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R6665276,HiSeqX,Broad,NA,200316-B25-B,200316-B25-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R6665276,Illumina NovaSeq 6000,NYGC,NA,200316-B25-B,200316-B25-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R7095349,HiSeqX,Broad,NA,200316-B25-B,200316-B25-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R7095349,Illumina NovaSeq 6000,NYGC,NA,200316-B25-B,200316-B25-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R8457289,HiSeqX,Broad,NA,200316-B25-B,200316-B25-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R8457289,Illumina NovaSeq 6000,NYGC,NA,200316-B25-B,200316-B25-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R8704458,HiSeqX,Broad,NA,200316-B25-B,200316-B25-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R8704458,Illumina NovaSeq 6000,NYGC,NA,200316-B25-B,200316-B25-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R9255058,HiSeqX,Broad,NA,200316-B25-B,200316-B25-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200316-B25-B_R9255058,Illumina NovaSeq 6000,NYGC,NA,200316-B25-B,200316-B25-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R1287407,HiSeqX,Broad,NA,200317-B26-A,200317-B26-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R1287407,Illumina NovaSeq 6000,NYGC,NA,200317-B26-A,200317-B26-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R2494273,HiSeqX,Broad,NA,200317-B26-A,200317-B26-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R2494273,Illumina NovaSeq 6000,NYGC,NA,200317-B26-A,200317-B26-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R3008520,HiSeqX,Broad,NA,200317-B26-A,200317-B26-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R3008520,Illumina NovaSeq 6000,NYGC,NA,200317-B26-A,200317-B26-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R5079107,HiSeqX,Broad,NA,200317-B26-A,200317-B26-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R5079107,Illumina NovaSeq 6000,NYGC,NA,200317-B26-A,200317-B26-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R5766881,HiSeqX,Broad,NA,200317-B26-A,200317-B26-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R5766881,Illumina NovaSeq 6000,NYGC,NA,200317-B26-A,200317-B26-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R7039412,HiSeqX,Broad,NA,200317-B26-A,200317-B26-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R7039412,Illumina NovaSeq 6000,NYGC,NA,200317-B26-A,200317-B26-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R9053141,HiSeqX,Broad,NA,200317-B26-A,200317-B26-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R9053141,Illumina NovaSeq 6000,NYGC,NA,200317-B26-A,200317-B26-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R9596785,HiSeqX,Broad,NA,200317-B26-A,200317-B26-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-A_R9596785,Illumina NovaSeq 6000,NYGC,NA,200317-B26-A,200317-B26-A,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R1287407,HiSeqX,Broad,NA,200317-B26-B,200317-B26-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R1287407,Illumina NovaSeq 6000,NYGC,NA,200317-B26-B,200317-B26-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R2494273,HiSeqX,Broad,NA,200317-B26-B,200317-B26-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R2494273,Illumina NovaSeq 6000,NYGC,NA,200317-B26-B,200317-B26-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R3008520,HiSeqX,Broad,NA,200317-B26-B,200317-B26-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R3008520,Illumina NovaSeq 6000,NYGC,NA,200317-B26-B,200317-B26-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R5079107,HiSeqX,Broad,NA,200317-B26-B,200317-B26-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R5079107,Illumina NovaSeq 6000,NYGC,NA,200317-B26-B,200317-B26-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R5766881,HiSeqX,Broad,NA,200317-B26-B,200317-B26-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R5766881,Illumina NovaSeq 6000,NYGC,NA,200317-B26-B,200317-B26-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R7039412,HiSeqX,Broad,NA,200317-B26-B,200317-B26-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R7039412,Illumina NovaSeq 6000,NYGC,NA,200317-B26-B,200317-B26-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R9053141,HiSeqX,Broad,NA,200317-B26-B,200317-B26-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R9053141,Illumina NovaSeq 6000,NYGC,NA,200317-B26-B,200317-B26-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R9596785,HiSeqX,Broad,NA,200317-B26-B,200317-B26-B,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B26-B_R9596785,Illumina NovaSeq 6000,NYGC,NA,200317-B26-B,200317-B26-B,HGCTLDSXY,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
scrnaSeq,200317-B27-A_R3948425,HiSeqX,Broad,NA,200317-B27-A,200317-B27-A,H55W2CCX2,polyAselection,10x,cDNA,NA,NA,TRUE,forward,pairedEnd,NA,NA,NA,NA,NA,DLPFC Experiment 2
